text	id	sentiment	annotator	annotation_id	created_at	updated_at	lead_time
tido sebab kepala tengah sakit, tp tgh tido pon boleh rasa sakit kepala acanoooo nk tidoo	67962	Negative	27	3956	2022-02-14T03:49:13.545837Z	2022-02-14T03:49:13.545851Z	2.227
Fundraising untuk Muar Mohon rakan rakan tolong RT &amp; share. Kali ini, mama saya jadi chef Sediakan Shakshooka &amp; Lasagna paling sedap. Saya pula? Chief Tester bagi makanan mama https://t.co/lYxUdyfSm9	67961	Neutral	27	3955	2022-02-14T03:49:10.901794Z	2022-02-14T03:49:10.901815Z	4.945
Gelisah saat tidur Gelisah saat bangun Pengangguran kalo bangun pan bingung yak mau ngapain	67960	Negative	27	3954	2022-02-14T03:49:05.500845Z	2022-02-14T03:49:05.500861Z	2.547
Sentil Mahfud, Said Didu: Binatang Saja Akan Tinggalkan Tempatnya Jika Merasa Tak Sesuai https://t.co/5PW8V9XaEb https://t.co/REh3UpwtxE	67959	Negative	27	3953	2022-02-14T03:49:02.526660Z	2022-02-14T03:49:02.526675Z	3.631
Setuju tu setuju jugak tapi tolong la cepatkan bagi vaksin kat orang yang dah daftar kat mysejahtera tu. Dah penat https://t.co/G4FtCUBXXZ	67958	Negative	27	3952	2022-02-14T03:48:58.502129Z	2022-02-14T03:48:58.502142Z	2.832
@Puterii___ Perghhh ni bukan bishe bishe bossku	67957	Neutral	27	3951	2022-02-14T03:48:55.269210Z	2022-02-14T03:48:55.269227Z	2.388
Semua ADN dapat tidak kira PN atau PH atau dll sebab yg penting kebajikan rakyat. Alhamdulillah untuk org Selangor.	67956	Positive	27	3950	2022-02-14T03:48:52.467173Z	2022-02-14T03:48:52.467188Z	3.306
Ahli Parlimen Pasir Salak, Datuk Seri Tajuddin Abdul Rahman dikenakan kompaun RM1,500 kerana tidak memakai pelitup muka semasa mengadakan sidang media berkaitan insiden kemalangan tren LRT di Stesen LRT KLCC Kuala Lumpur #malaysiagazette #pdrm https://t.co/7pSNBfCHWD	67955	Negative	27	3949	2022-02-14T03:48:48.704905Z	2022-02-14T03:48:48.704921Z	4.379
Just posted a video @ Bukit Kempas, Johor Baharu https://t.co/hzKQbg0qYQ	67953	Neutral	27	3842	2022-02-12T16:51:15.249895Z	2022-02-12T16:51:15.249911Z	1.611
TOLONG RETWEET SHAH ALAM PEOPLE! Ada kerja kosong for those yang tengah cari kerja musim musim mco ni boleh te https://t.co/TOkepXkIVS	67952	Positive	27	3841	2022-02-12T16:51:13.242866Z	2022-02-12T16:51:13.242880Z	3.587
nanti naga keluar tahu la	67951	Neutral	27	3840	2022-02-12T16:51:09.271758Z	2022-02-12T16:51:09.271773Z	2.249
I perlukan runner area Sabak Bernam. Urgent. Ada family yang memang dah langsung tak ada barang untuk makan. Please please please. Tolong sebarkan kot-kot ada yang nampak &amp; boleh tolong hantar barang. DM me	67950	Negative	27	3839	2022-02-12T16:51:06.575113Z	2022-02-12T16:51:06.575126Z	6.746
DFTF MV TEASER telah dilihat sebanyak 2,2 Juta kali dengan 585 Ribu like di Youtube! https://t.co/WKMuSm2jMj #EXOMILLIONSELLER #DONT_FIGHT_THE_FEELING #EXO # @weareoneEXO https://t.co/DbAsxq71f3	67948	Positive	27	3837	2022-02-12T16:50:55.239860Z	2022-02-12T16:50:55.239874Z	2.383
@aizulartamir @syamean Hahahaha. Bukan.. syamin ni aku dh kenal lama dah boleh hadap apa jua ini org lain hahaha	67946	Neutral	27	3835	2022-02-12T16:50:50.914484Z	2022-02-12T16:50:50.914500Z	11.446
Siapa lagi tengah alami masalah ni waktu tengah syok shopping sale 6.6 dekat Shopee? Rupanya tak boleh guna shipping J&amp;T kalau pakai alamat Gombak. Adehhh. https://t.co/M64XMFLb79	67945	Negative	27	3834	2022-02-12T16:50:39.100551Z	2022-02-12T16:50:39.100566Z	11.071
mantap Selangor	67944	Positive	27	3833	2022-02-12T16:50:27.651139Z	2022-02-12T16:50:27.651153Z	1.45
Selamat datang ke Malaysia	67943	Neutral	27	3832	2022-02-12T16:50:25.815355Z	2022-02-12T16:50:25.815369Z	1.102
WFH ni bahaya la.. Tau2 je parcel sampai rumah lepas satu.. Satu.. Hahahah	67942	Neutral	27	3831	2022-02-12T16:50:24.312026Z	2022-02-12T16:50:24.312040Z	4.034
tu melalui QR code so korang just scan je QR code tu untuk dapat access masuk dalam special group FB. FB group ni https://t.co/H19m6zL2Q9	67941	Neutral	27	3830	2022-02-12T16:50:19.886595Z	2022-02-12T16:50:19.886610Z	3.226
Apa khabar peminat lelaki malaya???? Korang pekabar??? Meh admin belanja gambar budak Johor untuk korang layan petang ni... Nak tengok lagi banyak? Jangan lupa RT dan like. Korang nak dapatkan pakej eksklusif??? Pm admin segera!! #lelakimalaya https://t.co/kyOsdul96o	67939	Neutral	27	3828	2022-02-12T16:50:11.643127Z	2022-02-12T16:50:11.643142Z	9.186
Mao ngomong kasar boleh gak sik ???	67938	Negative	27	3827	2022-02-12T16:50:02.070000Z	2022-02-12T16:50:02.070014Z	3.754
DAULAT TUANKU! The Navy People Kuching dan rakyat jelata Negeri Sarawak merafak sembah, setinggi tahniah KDYMM SPBYDPA ke XVI, sempena Hari Keputeraan Tuanku. @tldm_rasmi @MPA_Timur @MkSimpanan @PsstldmOfficial @pstl_kuching @PoliteknikKuch1 https://t.co/LG8e6PAmRb	67937	Neutral	27	3826	2022-02-12T16:49:57.909140Z	2022-02-12T16:49:57.909153Z	4.343
Polis akan memanggil semua yang terlibat termasuk menteri besar. - ACP Shafee Abd Samad #sinarharian https://t.co/dHkAz7LQAz	67936	Neutral	27	3825	2022-02-12T16:49:53.169561Z	2022-02-12T16:49:53.169573Z	5.768
@manusiahitam kot naik pelamin lah. kot singgah je cemana	67935	Neutral	27	3824	2022-02-12T16:49:47.005933Z	2022-02-12T16:49:47.005946Z	2.809
Mohon pihak @JKRSelangor @JKRMalaysia ambil perhatian dan perkembangan status aduan saya pada awal bulan Mei 2021. https://t.co/O1A0PGFwXR	67934	Neutral	27	3823	2022-02-12T16:49:43.800234Z	2022-02-12T16:49:43.800248Z	3.675
@amierritzman @parepovic @kshafiqmhmd yg bukan2 ko igt. ni kedai mesin	67932	Neutral	27	3821	2022-02-12T16:49:36.010306Z	2022-02-12T16:49:36.010318Z	3.693
@AzShah_ Apa? Sampai kau tanya aku maksud comfort pun tak tahu apo	67931	Neutral	27	3820	2022-02-12T16:49:31.934398Z	2022-02-12T16:49:31.934410Z	2.482
@ganouteikun | memegang batu buat nahan berak?	67930	Neutral	27	3819	2022-02-12T16:49:29.049337Z	2022-02-12T16:49:29.049351Z	3.185
https://t.co/l9DydgMoSL Terima Kasih Sahabat	67929	Positive	27	3818	2022-02-12T16:49:25.477277Z	2022-02-12T16:49:25.477290Z	1.432
Nasib baik diri sendiri jenis tak terikut mende viral duniawi Good job dear self	67928	Positive	27	3817	2022-02-12T16:49:23.645811Z	2022-02-12T16:49:23.645823Z	4.262
@arepkasim Patutnya hg beli kipas paling murah made in china bagi dia	67927	Neutral	27	3816	2022-02-12T16:49:18.993326Z	2022-02-12T16:49:18.993344Z	2.252
Ada rumah landed 2 tingkat di Seremban Selatan nak jual RM 180 000. Freehold Bumi Lot. RM 180 000	67926	Neutral	27	3815	2022-02-12T16:49:16.330418Z	2022-02-12T16:49:16.330434Z	4.679
Teruknya fans Mexico ni baling barang masuk padang	67925	Negative	27	3814	2022-02-12T16:49:11.264271Z	2022-02-12T16:49:11.264283Z	1.454
Lamak na brang di poslaju Kuching mok sampey bintulu 6 hari gerak. Yg dri KLIA dah sampey poslaju btu	67924	Negative	27	3813	2022-02-12T16:49:09.418392Z	2022-02-12T16:49:09.418408Z	5.625
@vzurv Senang nak buat ni. Your Childress Sure suka. Unless alergik kacang	67923	Neutral	27	3812	2022-02-12T16:49:03.396120Z	2022-02-12T16:49:03.396136Z	4.217
baru td lalu kat fyp saya. terkejut yang comment semua perempuan	67920	Neutral	27	3809	2022-02-12T16:47:32.631169Z	2022-02-12T16:47:32.631181Z	4.005
Kalau pemimpin yang ada integriti, selepas 3rd wave selesai, undur diri dan mengaku #gagal	67919	Negative	27	3808	2022-02-12T16:47:28.221519Z	2022-02-12T16:47:28.221531Z	9.152
Dan bila di buka jawatan masing2 diam membisu..	67918	Negative	27	3807	2022-02-12T16:47:18.689391Z	2022-02-12T16:47:18.689406Z	3.417
@pablomalaya @mhdzmrn @eddytekeli @Kallstrong93 Meru mana ni? Meru Klang ke Meru Ipoh?	67916	Neutral	27	3805	2022-02-12T16:47:12.968837Z	2022-02-12T16:47:12.968853Z	2.037
@akmalnazamuddin Saya call khamis,jumaat,n today start 845am...ingatkan call pagi2 ada la jgk org response,tp takda pun	67915	Negative	27	3804	2022-02-12T16:47:10.542769Z	2022-02-12T16:47:10.542781Z	6.369
@shhrfzn Haha bento boxes dia Okay jelah. Haram jadah orang selangor dok buat hype kata sedap	67914	Negative	27	3803	2022-02-12T16:47:03.758454Z	2022-02-12T16:47:03.758469Z	2.773
@shidashii Dulu zaman menyewa sidai dlm umah je, sbb xde koridor,	67913	Neutral	27	3802	2022-02-12T16:47:00.584790Z	2022-02-12T16:47:00.584804Z	3.847
Wakil Ketua Umum Kamar Dagang dan Industri (Kadin) Indonesia Bidang Pengembangan Pengusaha Nasional Arsjad Rasjid m https://t.co/G6IfjZjroE	67912	Neutral	27	3801	2022-02-12T16:46:56.343061Z	2022-02-12T16:46:56.343074Z	1.56
@aasrymuhammad @HusnaBahrudin @cilamasda Hahaha dengan persetujuan Cila, aku sahut	67911	Neutral	27	3800	2022-02-12T16:46:54.366458Z	2022-02-12T16:46:54.366471Z	2.822
Cubaan pertama kali buat laksa johor. Lets	67910	Neutral	27	3799	2022-02-12T16:46:51.152850Z	2022-02-12T16:46:51.152865Z	2.479
@Azim_Farhan Kau punya bunga mana zim?	67908	Neutral	27	3797	2022-02-12T16:46:40.614896Z	2022-02-12T16:46:40.614912Z	2.032
Tak silap dalam bulan Dismember 2019	67907	Neutral	27	3796	2022-02-12T16:46:38.207000Z	2022-02-12T16:46:38.207015Z	86.219
@itAintAidhrn Agak ah. Hahahha tu pun rakyat dia je yang percaya.	67906	Negative	27	3795	2022-02-12T16:45:11.368904Z	2022-02-12T16:45:11.368912Z	112584.731
Pelik pelik quatararo ni	67905	Neutral	27	3794	2022-02-11T09:28:44.797891Z	2022-02-11T09:28:44.797906Z	4.556
Alhamdulillah kes berkurang. Bulan depan kes di selangor drop pegi 0. Aminn	67904	Positive	27	3793	2022-02-11T09:28:39.858651Z	2022-02-11T09:28:39.858669Z	2.414
Sarah Mandi pun tak senang. Nazril asyik risau. #RinduAwakSeparuhNyawa	67903	Positive	27	3792	2022-02-11T09:28:37.056096Z	2022-02-11T09:28:37.056110Z	9.141
Tempeh. Kalau orang Johor tak makan tempeh, tak tau lah. Apa tu tempeh? Kalau semua orang tau apa khasiat tempeh, alamatnya naik harga tempeh nanti. Hari ni aku cerita sikit pasal tempeh. #triviahanifmz https://t.co/e6W0cLGYIi	67902	Neutral	27	3791	2022-02-11T09:28:27.505393Z	2022-02-11T09:28:27.505411Z	6.027
@keemmazni Nak masuk ipta kene la ngaku melayu	67901	Negative	27	3790	2022-02-11T09:28:21.084927Z	2022-02-11T09:28:21.084947Z	3.024
@muhdzuhair13 Tukar benelli	67900	Neutral	27	3789	2022-02-11T09:28:17.648660Z	2022-02-11T09:28:17.648676Z	2.683
@chewsiekuki Ijo bolu pandan.	67899	Neutral	27	3788	2022-02-11T09:28:14.571464Z	2022-02-11T09:28:14.571479Z	63.762
local : sabah international : bandung, surabaya	67898	Neutral	27	3787	2022-02-11T09:27:10.440222Z	2022-02-11T09:27:10.440236Z	3.054
Seramai 120 orang warga emas dari Kg Perah, Slow Machang, Pasir Mas, Kelantan telah selamat divaksinasi hari ini. Salah seorang daripada mereka berusia 100 tahun. https://t.co/XVtGJEmMBD	67897	Neutral	27	3786	2022-02-11T09:27:06.987255Z	2022-02-11T09:27:06.987269Z	18.784
@meinmokhtar Harap2 betul ah naik 2 inch. Dah lama nak merasa ada 3 inch dlm seluar	67896	Neutral	27	3785	2022-02-11T09:26:47.805576Z	2022-02-11T09:26:47.805590Z	15.347
@Papamusang93 Aww but Papa is in Penang .. jauhh	67895	Neutral	27	3784	2022-02-11T09:26:32.054811Z	2022-02-11T09:26:32.054825Z	20.988
@miqa1310 Esok aku pos yang lain. Nasib cust tu ok	67894	Positive	27	3783	2022-02-11T09:26:10.657905Z	2022-02-11T09:26:10.657918Z	12.791
Kamu akan bersama orang yang tepat, diwaktu yang tepat pula.	67893	Positive	27	3782	2022-02-11T09:25:57.461886Z	2022-02-11T09:25:57.461899Z	27.082
Realme Targetkan 1 Juta Pengguna Ponsel 5G di Indonesia https://t.co/BQB9nqsN3L	67892	Neutral	27	3781	2022-02-11T09:25:29.941066Z	2022-02-11T09:25:29.941077Z	1.284
Tutorial cara mengikhlaskan dong .....	67891	Negative	27	3780	2022-02-11T09:25:10.588937Z	2022-02-11T09:25:10.588950Z	3.016
Baru kita tahu siapa naga sebenarnya sekarang	67890	Negative	27	3779	2022-02-11T09:25:07.188374Z	2022-02-11T09:25:07.188387Z	162.831
Btw aku bukan orang kelantan	67887	Neutral	27	3776	2022-02-11T09:22:15.259130Z	2022-02-11T09:22:15.259142Z	2.14
Yo la tu... Lubang pagi tadi &amp; semalam sape punyo keje Bukan keje sepek?	67886	Negative	27	3775	2022-02-11T09:22:12.728423Z	2022-02-11T09:22:12.728435Z	11.769
If Anda positive covid19. JGN tunggu KKM contact utk next step. Kes terlalu banyak setiap hari. Terus walk in ke CAC berhampiran. SEREMBAN people, pls WAZE DEWAN ORANG RAMAI TAMAN TASIK JAYA. Bawa bersama result PCR. If RTK kena repeat PCR. @beritaseremban @SenawangTV	67885	Positive	27	3774	2022-02-11T09:22:00.561413Z	2022-02-11T09:22:00.561430Z	9.039
Ubat sakit kepala tapi tak berkesan https://t.co/SPRYQzLDNF	67884	Neutral	27	3773	2022-02-11T09:21:51.151317Z	2022-02-11T09:21:51.151330Z	4.509
"""Baginda berharap agar JKJABV mempercepat dan menambah bilangan dos vaksin untuk rakyat negeri Selangor. ""Baginda terkejut apabila disahkan oleh CITF sehingga 1 Jun, Selangor hanya menerima sejumlah 615,210 dos vaksin Covid-19, dan bukan 2.9 juta dos spt didakwa sebelum ini."	67883	Negative	27	3772	2022-02-11T09:21:46.239739Z	2022-02-11T09:21:46.239760Z	5.821
Dengkil, Puchong, Rawang tu area mana? Ok mai aku listkan Dengkil (Cybersouth - Casa Green dan Casa View) Puchong (area Taman Wawasan) Rawang (Area Bandar Country Homes dan Apartment Raya, Dahlia, Casaria)	67882	Neutral	27	3771	2022-02-11T09:21:40.017352Z	2022-02-11T09:21:40.017369Z	1.731
DARAH BEKAM RASULULLAH SAW #jombekam #sihatdenganbekam #spabekamarrayyan https://t.co/totEgh0FLy	67881	Neutral	27	3770	2022-02-11T09:21:37.893412Z	2022-02-11T09:21:37.893425Z	3.204
Air Selangor ingin memaklumkan bahawa terdapat kejadian paip pecah di Jalan Kuari, Kuala Lumpur, pada jam, 4.00 petang, 9 Jun 2021. Klik disini untuk maklumat lanjut: https://t.co/jiOHn5567L #AirSelangor https://t.co/zTTsQZ9B8v	67880	Neutral	27	3769	2022-02-11T09:21:34.332834Z	2022-02-11T09:21:34.332846Z	3.233
MB Kedah ni jenis macamana pun tak tahu lah. Tak nak bagi air kepada Penang, sampai nak alih laluan sungai. Tapi bila nak makan, bila nak beli Ford Ranger, tahu pula nak cari dekat Penang. Muka tebal betul. Oh lupa.. Parti PAS..	67879	Negative	27	3768	2022-02-11T09:21:30.714212Z	2022-02-11T09:21:30.714227Z	3.794
@puan_hanisah tgok ramai jgak pakai wallet lebih 5 thun haha	67878	Neutral	27	3767	2022-02-11T09:21:26.546881Z	2022-02-11T09:21:26.546895Z	6.337
@yangbrutal Bleach then maintain je ngan anti brassy shampoo... Leh dpt warna grey	67876	Neutral	27	3765	2022-02-11T09:21:16.749692Z	2022-02-11T09:21:16.749705Z	4.928
Nak tambah contect whatsapp PM kat nombor ni. +60138287625 Dikwan bottom Stay Kedah 25 tahun https://t.co/8fW0G7YGOm	67875	Neutral	27	3764	2022-02-11T09:21:11.477454Z	2022-02-11T09:21:11.477466Z	1.414
cuman perlu jeli https://t.co/aUpDCOWBcQ	67874	Neutral	27	3763	2022-02-11T09:21:09.699911Z	2022-02-11T09:21:09.699923Z	2.922
@RsSyahrul Semangat ranger hitam!	67873	Positive	27	3762	2022-02-11T09:21:06.405815Z	2022-02-11T09:21:06.405829Z	1.522
Craving for Orange Marble Cake. Bismillah. @ Taman Uda Murni https://t.co/PgV7FoIsCJ	67872	Neutral	27	3761	2022-02-11T09:21:04.478728Z	2022-02-11T09:21:04.478741Z	2.895
Nayan belly fat https://t.co/JEDu1iY7ps	67871	Neutral	27	3760	2022-02-11T09:21:01.185875Z	2022-02-11T09:21:01.185891Z	3.55
@_wawaaaaa_ @roy_kacak ada eh orang panggil pj as putrajaya gak. i tot petaling jaya only	67870	Neutral	27	3759	2022-02-11T09:20:57.223007Z	2022-02-11T09:20:57.223022Z	5.487
@AkoLoli @Info4_Milanisti msalahx dia nggk mau peronjang... msa iya mau gratis.. dia mau minta naik gji 2x lipat di https://t.co/a5UFqJ1wtc	67869	Negative	27	3758	2022-02-11T09:20:51.346348Z	2022-02-11T09:20:51.346362Z	5.044
I dah berkenan 5 color satin silk mask ni jangan sampai i berkenan yang ke 6 &amp; ke 7 pulaaa https://t.co/yMzD3qyEB5	67868	Positive	27	3757	2022-02-11T09:20:45.909521Z	2022-02-11T09:20:45.909535Z	3.211
SEJIWA sudah mula! Saya akan memberi sumbangan FoodBank kepada 1,000 keluarga Muar dengan keperluan asas. Beras, telur, teh, biskut, kicap, mee, kopi, gula, tepung, susu, sardin. Selagi boleh bantu, saya bantu. #SEJIWA https://t.co/4El4Nahrlj	67867	Positive	27	3756	2022-02-11T09:20:42.309707Z	2022-02-11T09:20:42.309721Z	2.305
Rabu / 9 Jun 2021 / 28 Syawal 1442H 4:35ptg - Masuk waktu solat fardhu #Asar bagi Dungun, Kemaman &amp; kwsn yg sama wa https://t.co/mPrevZswTP	67866	Neutral	27	3755	2022-02-11T09:20:39.632336Z	2022-02-11T09:20:39.632348Z	2.132
lagi satu keanehan si @nasaie11 ni. 1. tak iktiraf mana2 ulama (dia kata ulama ni berhala moden) 2. hanya iktiraf lantikan Allah Soalan: siapa yang dilantik Allah dan macam mana kita tahu dia dilantik Allah? Ada surat pekeliling? yang confirm hanyalah Nabi s.a.w https://t.co/o1V1c1jIcO https://t.co/tGmdqpoJEg	67865	Negative	27	3754	2022-02-11T09:20:37.104464Z	2022-02-11T09:20:37.104477Z	3.423
Mantapppp	67863	Positive	27	3752	2022-02-11T09:20:13.297235Z	2022-02-11T09:20:13.297247Z	1.033
Tanteknya rambuttt	67862	Positive	27	3751	2022-02-11T09:20:11.879954Z	2022-02-11T09:20:11.879968Z	1.253
tempat mekdi jadi lautan hijau, lokal yg lagi makan langsung disana: https://t.co/pVZgaSVK56	67861	Neutral	27	3750	2022-02-11T09:20:10.262368Z	2022-02-11T09:20:10.262380Z	6.724
Sangat membantu untuk orang kampung. Ni tak, kena pergi ke bandar or pekan untuk dicocok. Diorang dah tua susah nak https://t.co/z9XucfODDd	67859	Positive	27	3748	2022-02-11T09:20:00.058752Z	2022-02-11T09:20:00.058764Z	2.091
Ada tak yang tengah cari lipgloss saya ada jual tau sekali dgn lipmatte dan lipcream murah murah je saya jual https://t.co/sil8r5jDYd	67858	Neutral	27	3747	2022-02-11T09:19:57.584938Z	2022-02-11T09:19:57.584950Z	12.01
Sementara itu, kemas kini di laman Instagram Istana Negara memaklumkan Yang di-Pertuan Agong berkenan menerima meng https://t.co/mvptMgfoQU	67857	Neutral	27	3746	2022-02-11T09:19:45.195536Z	2022-02-11T09:19:45.195549Z	15.073
@im_urkinderjoy jempol	67855	Neutral	27	3744	2022-02-11T09:19:23.010997Z	2022-02-11T09:19:23.011010Z	17.145
@muizbadrul1903 @Irham_HakimiMH Pahang pulak. Dah yang ramai ramai hentam kasa tuh? Beruk?	67854	Negative	27	3743	2022-02-11T09:19:05.479729Z	2022-02-11T09:19:05.479742Z	12.309
Saya bkn pakar soal ekonomi, pajak. Tapi saya konsisten verifikasi kebocoran pajak tambun dari transfer pricing. Angkanya indikasi di atas Rp 1.000 T setiap tahun. Logika waras: PPN diturunkan cukup 2-5% shg pada rela byr, resto2 tak boong perforator palsu, angka pungutan naik	67853	Negative	27	3742	2022-02-11T09:18:52.771384Z	2022-02-11T09:18:52.771396Z	6.064
@lmahinasyon Miri	67852	Neutral	27	3741	2022-02-11T09:18:46.338082Z	2022-02-11T09:18:46.338095Z	1.291
ke memang sengaja dia nak buat aku camni.	67851	Negative	27	3740	2022-02-11T09:18:44.675404Z	2022-02-11T09:18:44.675419Z	1.387
Unit Bergerak Vaksinasi COVID-19 beri manfaat kepada 50 penduduk Kampung Tanah Merah, Pedu yang terdiri daripada masyarakat Siam warga emas yang berusia lingkungan 50 hingga 86 tahun. Daftar untuk vaksinasi: https://t.co/3WuRY3b6hI #LindungDiriLindungSemua #KomunikasiKita https://t.co/TfMwbOFbMP	67850	Positive	27	3739	2022-02-11T09:18:42.901927Z	2022-02-11T09:18:42.901939Z	1.498
Kawasan rumah aku. Ada sorang hamba tuhan dah meninggal 3 hari. Jiran baru sedar. Sbb bau busuk.. tegur la jiran sama eh.. time2 pkp nie	67849	Negative	27	3738	2022-02-11T09:18:41.022371Z	2022-02-11T09:18:41.022384Z	116.624
Setiausaha politik Menteri Besar Kedah Muhammad Sanusi Md Noor pagi ini dilihat terus koyak berhubung dakwaan pel https://t.co/YL6tXYvDyd	67848	Negative	27	3737	2022-02-11T09:16:43.981912Z	2022-02-11T09:16:43.981926Z	2.657
Selangor menteri besar Amirudin Shari says this is in addition to the Pakej Kita Selangor that he announced in January. #FMTNews https://t.co/ycpm6EkXWh	67847	Positive	27	3736	2022-02-11T09:16:40.933763Z	2022-02-11T09:16:40.933775Z	10.768
06 Jun 2021 | 25 Syawal 1442H Selamat Pagi | Suara Alam @ Bukit Ayer, Perlis PKP 3.0 | Duduk Rumah, Bersama Memutuskan Rantaian Covid-19. Kredit foto : Firdaus Mohamad #PerlisPermai #SelamatPagi #PKP #StayAtHome #Perlisku #Malaysia https://t.co/Tc4nxYpEZM	67846	Neutral	27	3735	2022-02-11T09:16:29.793767Z	2022-02-11T09:16:29.793780Z	19.407
bebudak ni kalau tak dibendung makin menjadi lak main tiktok	67845	Negative	27	3734	2022-02-11T09:16:10.006536Z	2022-02-11T09:16:10.006550Z	5.7
#BerantasTuntasKSTPapua Jadi para separatis berbuat seperti itu untuk apa? Sedangkan pemerintah sudha mati-matian bangun Papua, dr mulai Jalan, jembatan, sampai SDM Papua. KST tak layak hidup di NKRI. Tangkap dalam keadaan Hidup atau mati https://t.co/rNsh6AYVkE	67842	Negative	27	3731	2022-02-11T07:25:44.783621Z	2022-02-11T07:25:44.783636Z	2.109
Jangan sampai aku balik pahang curi pokok nenek dah la. Punyalah lawa.	67841	Neutral	27	3730	2022-02-11T07:25:42.274440Z	2022-02-11T07:25:42.274452Z	5.018
@zarrinzainal tp bukan UNESCO biosphere reserve	67840	Neutral	27	3729	2022-02-11T07:25:36.853868Z	2022-02-11T07:25:36.853882Z	5.999
Keadilan memang sukar nak buat. Terutama bila beristeri dua!	67839	Negative	27	3728	2022-02-11T07:25:30.470238Z	2022-02-11T07:25:30.470257Z	2.724
@pittssuda Ni goodies yg anak saya dapat kat IDCC Shah Alam. Meriah! https://t.co/XJ5iOPu2Kz	67838	Positive	27	3727	2022-02-11T07:25:27.360619Z	2022-02-11T07:25:27.360635Z	2.194
Alm KH Hasyim Muzadi Di Indonesia itu Bukan Hanya Ada Kemiskinan, Tapi Proses Pemiskinan... #RezimBangkrut #RezimBangkrut https://t.co/2W3sIsBaRo	67837	Negative	27	3726	2022-02-11T07:25:24.777027Z	2022-02-11T07:25:24.777041Z	3.732
Kerajaan Negeri akan berusaha dan menggembleng segala sumber demi memastikan semua penduduk Pulau Pinang segera memperoleh dos vaksin dalam tempoh baharu yang disasarkan. https://t.co/b41NuEtWJG https://t.co/GgfA1nrmJb	67835	Positive	27	3724	2022-02-11T07:25:18.374056Z	2022-02-11T07:25:18.374081Z	13.686
